rainfall_24h,rainfall_forecast_24h,temperature,wind_speed,humidity,slope,road_type,month,historical_blockages,risk_level
2.3,5.9,23.6,10.0,92.5,22,1,8,3,1
48.4,37.9,25.0,55.3,88.1,15,1,7,2,1
23.9,28.8,19.6,10.8,91.0,12,0,9,12,1
3.1,0.0,20.2,14.5,89.0,30,1,8,8,2
1.1,0.3,18.8,5.9,74.6,22,1,11,7,0
22.8,20.8,20.5,6.4,76.4,12,0,10,7,0
36.2,27.7,19.2,43.3,88.6,10,0,6,5,1
38.7,46.2,24.1,21.8,98.2,38,1,9,5,2
2.2,4.6,18.3,15.1,75.1,8,0,3,16,0
2.8,0.0,5.0,13.1,70.2,10,0,1,10,0
51.9,28.2,23.8,40.1,85.2,38,1,9,1,2
56.3,66.0,20.1,9.1,85.8,25,1,8,15,2
4.1,2.9,10.1,20.4,77.0,18,1,5,4,0
95.5,100.2,16.5,70.0,98.6,22,1,7,8,2
76.9,78.0,17.9,55.4,83.9,15,1,8,11,2
4.9,8.9,11.5,16.8,71.1,30,1,11,14,1
27.5,22.1,15.9,8.2,100.0,12,0,8,9,1
0.3,0.0,20.9,5.2,53.7,12,0,1,11,0
5.1,0.0,17.0,15.0,64.0,30,1,3,3,0
42.7,23.7,25.3,17.5,99.8,22,1,7,0,1
16.5,5.3,19.8,7.7,87.4,8,0,7,3,0
63.4,58.2,28.7,33.4,80.3,22,1,6,18,2
7.8,19.7,13.4,23.2,74.0,15,0,10,2,0
0.6,3.4,13.6,3.3,51.4,25,1,12,15,1
4.1,2.3,21.6,11.0,51.0,25,1,2,3,0
1.4,0.0,19.3,8.3,58.7,32,1,11,3,0
98.4,115.2,20.0,10.9,85.9,15,1,9,10,2
0.8,0.0,19.0,14.6,73.3,25,1,12,4,0
19.3,18.7,24.0,24.4,84.1,25,1,7,6,1
57.4,83.8,24.1,35.9,94.5,8,0,8,16,2
13.3,24.7,25.0,13.2,74.0,25,1,9,6,1
11.1,0.0,20.3,2.1,60.7,8,1,3,3,0
3.9,1.0,20.8,2.9,77.4,32,1,4,8,0
38.8,24.0,19.9,4.7,67.4,30,1,10,14,1
26.2,30.4,21.3,17.9,78.0,22,1,6,13,1
24.3,15.1,20.4,6.2,92.2,32,1,5,17,1
20.2,21.9,24.4,45.1,92.6,8,0,7,2,1
17.9,18.9,13.0,3.4,70.3,28,1,10,18,1
9.3,11.7,21.7,7.2,91.7,32,1,12,3,1
18.8,29.2,11.7,19.0,69.5,32,1,1,3,1
8.3,3.6,16.1,8.0,80.0,25,1,5,15,1
76.8,51.7,20.9,5.6,100.0,35,1,6,4,2
30.2,42.3,24.7,51.1,92.4,18,1,7,3,2
69.0,89.2,23.1,31.9,71.9,8,0,7,7,1
3.6,8.5,21.0,25.1,42.4,22,1,4,14,0
0.5,0.0,29.1,6.0,50.7,38,1,3,0,0
46.3,63.7,21.4,20.3,95.5,38,1,9,19,2
20.0,16.4,17.5,17.9,83.9,18,1,9,14,1
13.0,12.0,27.5,5.5,65.3,15,0,10,18,0
12.3,17.7,11.0,9.3,55.4,25,1,11,1,0
11.3,17.3,29.3,6.2,63.6,8,0,11,9,0
11.8,12.7,15.6,3.6,81.3,25,1,5,11,1
5.2,5.8,17.4,26.7,48.2,12,0,1,6,0
57.2,39.4,17.5,26.8,87.6,25,1,9,8,2
46.6,42.9,22.1,10.0,91.1,12,0,7,6,1
5.5,6.6,11.8,5.4,87.8,22,1,12,14,0
65.5,53.7,22.3,40.0,90.5,22,1,6,3,2
67.2,86.3,23.6,11.1,96.6,8,1,7,20,2
14.4,7.6,19.2,27.8,87.7,18,0,6,8,0
39.2,47.7,22.9,40.2,90.6,15,1,8,18,2
0.4,0.0,19.0,8.7,59.8,25,1,12,10,0
14.9,3.5,24.0,10.4,85.4,25,1,9,5,0
85.6,78.9,24.8,33.8,94.1,38,1,6,13,2
30.4,21.9,20.4,8.7,89.1,32,1,9,3,2
5.3,7.8,21.7,6.1,86.5,12,0,7,20,1
26.0,21.3,23.0,4.2,85.3,18,0,5,3,0
32.5,30.5,24.5,28.0,84.1,12,1,6,10,1
3.8,0.0,9.1,14.7,65.9,15,0,4,12,0
23.2,23.0,26.9,20.6,80.8,10,0,6,3,0
39.8,26.7,23.8,11.4,95.9,18,1,7,15,2
8.8,14.2,24.9,40.8,69.0,18,0,1,6,0
26.7,39.7,21.3,6.5,90.6,15,0,7,4,1
25.9,18.2,22.2,8.1,88.0,38,1,9,13,2
1.2,4.9,26.0,4.0,52.0,10,0,4,1,0
82.7,82.8,24.0,12.5,100.0,30,1,6,10,2
47.9,61.4,20.6,21.5,97.3,18,0,8,4,1
45.8,47.1,21.3,7.6,84.9,22,1,6,7,1
141.9,81.6,18.8,8.5,100.0,12,1,8,11,2
14.5,20.0,15.7,19.0,72.6,10,0,10,0,0
1.8,0.0,14.0,5.2,56.1,8,1,1,8,0
101.0,120.0,14.3,17.7,86.0,22,1,8,9,2
33.8,17.9,20.7,42.5,75.7,8,0,8,3,1
25.1,19.1,19.8,70.0,95.4,25,1,7,14,2
41.1,38.7,16.2,12.6,80.0,18,0,8,18,2
12.2,5.6,26.5,8.3,85.4,8,1,10,19,1
27.4,22.4,21.3,5.3,95.8,12,0,8,12,1
11.0,16.2,9.8,9.6,92.1,38,1,5,2,1
15.8,9.5,11.4,2.5,52.7,8,0,11,17,0
150.0,120.0,17.1,17.9,84.3,18,0,6,2,2
5.2,3.9,22.3,26.3,88.3,30,1,7,10,1
6.5,3.8,20.8,9.0,58.0,38,1,3,1,0
5.0,0.1,13.6,15.8,63.2,10,0,2,5,0
0.5,0.0,24.8,4.2,48.3,22,1,3,4,0
60.6,82.1,18.8,22.1,84.1,25,1,9,5,2
28.1,32.6,18.7,16.2,94.6,38,1,9,4,2
21.8,29.1,9.6,11.8,63.7,25,1,5,6,1
2.2,4.8,19.6,3.2,54.5,15,0,12,9,0
49.8,44.5,20.1,14.2,76.1,12,0,8,12,1
22.3,21.1,18.6,45.6,88.7,30,1,7,18,2
33.3,35.3,22.7,21.3,70.8,25,1,7,6,1
0.2,1.6,20.6,10.4,72.0,28,1,12,6,1
48.9,26.1,28.8,22.0,89.2,8,0,7,8,1
27.8,25.1,17.4,40.1,91.0,35,1,8,12,2
78.9,58.5,26.5,11.1,78.7,12,0,6,18,2
118.9,111.9,12.3,9.8,81.1,18,0,6,7,2
55.7,85.5,21.1,35.9,99.2,10,1,6,2,2
31.9,51.1,23.2,21.2,87.8,12,0,6,11,2
2.8,0.0,17.1,4.9,52.6,25,1,4,9,0
25.4,20.5,27.3,8.2,85.0,25,1,7,7,1
37.6,48.5,23.3,5.0,76.1,10,0,8,11,1
32.3,26.3,15.8,23.7,78.3,10,0,8,10,1
14.0,19.7,24.6,6.1,78.8,15,0,7,12,0
43.3,44.7,27.6,33.3,99.0,15,1,8,6,1
107.5,120.0,23.1,6.2,84.3,12,1,7,11,2
43.6,55.7,20.1,23.4,92.3,8,0,8,11,2
17.6,22.3,23.4,20.5,79.7,32,1,9,6,1
65.8,98.3,24.2,24.6,94.9,10,0,9,0,1
23.6,30.4,21.4,35.8,76.0,30,1,7,4,1
60.8,58.6,24.6,10.6,88.8,35,1,7,13,2
37.4,27.8,24.6,9.3,80.2,10,0,9,4,1
9.7,18.0,20.9,34.3,85.6,18,0,8,2,0
19.1,14.9,22.2,22.8,97.6,25,1,9,5,1
53.9,36.3,27.5,13.3,96.4,32,1,6,14,2
16.0,8.3,18.8,26.7,67.4,18,1,10,17,1
29.9,28.6,20.7,31.3,85.1,12,1,9,9,1
40.2,56.0,24.3,6.6,61.8,12,0,5,3,1
9.2,18.4,14.8,18.7,73.5,35,1,11,17,1
2.1,8.8,17.3,8.3,71.0,25,1,5,2,0
61.5,64.7,25.7,14.3,82.8,28,1,6,17,1
42.2,48.0,20.9,16.8,96.0,15,1,9,14,2
150.0,109.6,21.5,14.1,86.0,22,1,6,9,2
68.3,33.4,22.0,14.0,86.0,28,1,6,4,2
30.8,45.0,19.6,28.8,92.5,22,1,9,11,2
4.2,9.4,18.3,24.5,36.3,22,1,3,7,0
22.0,14.4,26.4,8.5,100.0,8,0,8,6,1
88.8,42.6,21.7,54.9,87.8,35,1,6,5,2
16.5,21.3,20.0,21.3,81.9,18,1,7,11,1
9.3,8.3,17.4,19.9,81.0,10,0,8,18,1
2.9,1.9,29.6,6.6,60.0,32,1,11,0,0
38.2,45.3,21.3,31.7,81.4,38,1,7,14,2
10.2,20.0,21.1,5.2,79.1,25,1,5,4,0
18.8,19.8,23.2,32.5,94.2,18,1,8,11,1
23.3,30.7,19.2,5.3,76.5,18,1,9,8,1
30.8,44.5,21.2,39.3,83.2,22,1,6,2,1
3.6,3.9,18.3,5.4,61.9,15,0,3,12,0
16.7,19.5,23.9,11.5,78.9,30,1,8,11,1
0.4,0.0,13.8,5.3,45.6,18,1,4,15,0
34.8,27.9,21.1,7.9,88.5,30,1,8,6,1
46.7,53.7,19.4,15.4,81.3,22,1,7,12,2
1.4,0.0,28.4,14.3,71.2,38,1,4,10,1
112.1,120.0,27.1,19.1,92.5,15,0,7,15,2
34.8,39.4,24.7,16.6,74.0,10,0,6,4,1
20.8,25.6,20.2,19.0,88.1,32,1,6,12,2
5.4,11.5,19.0,5.2,66.3,25,1,4,0,0
1.0,0.0,33.1,12.3,95.9,15,1,9,2,0
14.2,11.1,25.1,11.2,90.5,12,1,8,11,1
1.8,1.2,18.7,3.1,59.6,25,1,3,0,0
5.5,5.7,15.9,2.1,75.8,28,1,5,10,0
13.0,16.0,18.0,5.6,89.2,30,1,8,11,0
32.0,16.1,17.6,11.7,77.1,22,1,10,9,1
41.4,37.3,22.2,11.7,84.8,22,1,8,8,1
54.7,52.3,19.7,28.2,87.1,8,0,7,2,1
2.2,3.8,14.2,8.8,48.4,18,0,12,18,0
15.8,13.7,25.6,25.5,82.0,18,0,8,3,1
10.9,2.6,18.6,9.0,51.5,22,1,2,8,0
31.1,37.8,28.0,38.9,88.6,12,1,8,3,1
102.6,120.0,23.7,17.6,88.7,8,0,8,3,2
11.8,9.5,19.2,2.6,71.3,22,1,2,15,1
1.1,2.4,7.4,7.4,54.3,22,1,2,16,1
41.0,39.1,23.2,15.8,94.9,38,1,6,9,2
0.4,2.7,17.2,6.1,52.9,25,1,1,8,0
30.4,17.0,23.6,17.9,100.0,15,0,7,4,1
34.2,22.9,21.4,6.6,69.5,38,1,10,5,1
133.5,120.0,28.2,30.4,87.6,25,1,8,8,2
8.7,14.0,18.0,25.4,60.3,25,1,10,14,0
14.1,20.0,19.0,2.1,70.7,18,0,10,1,0
1.8,13.1,9.0,19.8,48.6,35,1,1,15,1
42.1,32.8,12.4,31.2,94.1,10,0,10,6,1
75.9,88.2,26.2,5.1,90.3,12,0,6,17,2
3.8,7.7,18.4,14.9,63.2,28,1,1,6,0
18.6,23.9,18.4,61.5,94.1,8,0,6,4,1
94.8,120.0,21.0,38.4,99.8,22,1,8,5,2
52.6,55.4,19.3,25.3,83.3,18,0,8,5,1
33.3,36.7,16.0,5.2,71.4,28,1,9,9,1
1.5,0.1,25.6,5.9,68.7,22,1,1,17,1
70.0,111.0,21.5,31.3,99.6,15,0,6,6,2
47.8,30.2,28.2,69.4,81.5,12,0,7,1,1
31.8,29.1,17.5,10.4,89.7,32,1,6,0,2
17.4,21.4,17.1,7.7,90.0,25,1,7,4,1
46.0,73.7,18.8,10.4,100.0,15,0,6,4,1
57.2,54.4,24.0,9.1,98.7,15,1,8,3,2
38.0,56.8,18.7,8.1,95.7,22,1,8,11,2
6.1,10.2,10.3,3.4,63.8,15,0,4,7,0
33.8,40.2,19.3,5.8,81.5,35,1,7,7,2
55.9,83.8,27.2,13.6,85.4,32,1,9,3,2
13.0,14.0,23.3,25.2,89.4,8,0,8,8,0
16.1,20.6,21.8,15.3,83.0,38,1,5,4,1
46.1,39.1,22.5,70.0,90.8,28,1,9,3,2
22.0,21.6,21.1,26.5,100.0,32,1,6,3,1
121.8,102.5,29.3,59.4,88.3,28,1,7,1,2
20.0,33.1,29.5,5.6,80.9,18,1,8,5,1
17.4,17.7,15.2,11.7,71.5,22,1,5,6,1
13.7,10.7,19.2,12.4,100.0,18,0,6,18,1
43.2,68.5,26.4,14.4,75.1,8,1,9,15,2
50.9,48.7,28.0,37.7,84.4,10,0,9,12,2
3.7,1.4,7.3,18.3,57.0,10,0,4,3,0
30.3,35.3,17.7,43.2,86.9,18,0,7,7,1
69.8,82.8,21.7,10.8,74.1,30,1,6,0,2
26.8,35.7,19.8,62.1,83.8,25,1,7,5,1
13.8,13.9,21.1,7.3,78.1,25,1,7,5,0
53.8,64.0,36.4,23.2,88.3,28,1,7,10,2
1.2,1.5,19.2,10.0,54.3,35,1,4,15,1
27.2,32.2,27.3,6.4,92.3,15,0,9,4,1
27.9,42.8,26.5,9.3,85.5,8,0,6,20,1
17.8,17.8,19.6,14.4,85.8,35,1,9,12,1
84.2,52.2,25.1,6.0,90.2,25,1,7,4,2
100.3,120.0,18.7,11.7,94.9,22,1,9,0,2
6.5,10.0,24.1,19.2,69.2,12,0,7,13,0
46.5,44.4,13.7,19.1,75.8,38,1,9,13,2
0.8,0.0,8.1,12.3,71.1,35,1,1,2,0
36.8,21.9,23.4,42.5,94.1,38,1,7,7,1
20.1,15.6,16.8,16.3,100.0,8,0,6,7,1
10.1,8.9,21.8,10.4,91.2,10,0,9,4,0
12.2,10.6,26.7,65.2,73.7,12,0,8,8,0
46.2,60.3,12.7,18.9,93.6,25,1,9,2,2
16.9,9.2,17.7,45.5,84.9,15,1,6,1,1
80.1,44.4,13.4,3.3,69.7,30,1,5,7,2
33.4,22.2,23.7,22.3,97.4,25,1,6,1,1
1.0,0.0,22.3,3.9,61.1,30,1,12,1,0
20.0,18.1,26.9,15.6,84.0,10,1,8,5,1
36.3,46.3,16.1,12.7,87.0,18,0,5,3,2
8.7,11.7,15.6,4.3,59.9,18,0,1,5,0
17.0,27.8,22.0,18.5,99.2,28,1,8,7,1
0.8,2.6,22.2,23.3,45.2,32,1,12,5,0
7.0,3.0,17.7,13.9,38.9,8,0,4,8,0
18.2,20.2,22.8,7.7,82.7,30,1,9,6,1
75.8,108.6,22.1,31.2,81.4,25,1,6,0,2
19.7,17.8,27.5,15.4,69.4,35,1,6,14,1
11.6,11.1,14.3,4.0,54.5,32,1,1,8,0
19.7,22.1,21.6,16.7,79.2,25,1,5,9,1
11.6,2.9,17.8,7.4,78.9,18,1,8,4,0
18.5,14.2,18.6,12.6,80.7,32,1,8,12,1
16.7,13.2,19.3,9.7,84.1,38,1,5,8,1
5.0,4.4,13.3,7.5,77.2,12,0,10,2,0
27.9,31.4,16.9,14.4,89.2,18,1,8,14,1
29.0,24.3,16.3,10.8,70.0,15,0,10,5,0
64.1,83.6,14.8,6.1,80.2,35,1,9,1,2
112.4,120.0,17.7,21.3,88.0,35,1,6,12,2
20.9,31.2,17.9,70.0,81.5,8,1,7,5,1
10.4,20.3,25.2,30.5,69.6,18,1,9,0,0
0.3,0.0,16.9,10.1,62.1,28,1,1,3,0
12.3,12.0,18.4,2.9,71.8,18,1,10,9,0
12.6,8.3,17.9,11.6,75.3,10,0,7,10,0
37.9,26.2,22.1,15.2,77.8,15,0,8,1,1
2.2,3.6,25.7,31.9,75.9,32,1,12,13,1
23.3,28.1,17.7,6.8,79.0,18,0,5,0,0
5.0,7.5,21.1,11.5,89.4,30,1,8,7,1
49.7,64.8,19.9,12.1,87.9,18,0,7,2,1
60.1,91.6,28.1,6.4,83.5,8,0,8,6,1
43.7,40.3,20.7,6.4,98.0,15,0,6,13,2
3.5,6.5,27.4,2.6,68.8,18,0,3,12,0
8.6,7.3,14.1,70.0,77.2,12,0,6,3,0
29.8,28.0,5.4,13.7,67.8,22,1,2,4,0
9.5,11.1,12.3,7.2,82.1,12,0,10,11,0
48.2,64.2,24.1,10.0,74.9,32,1,8,7,2
93.6,62.5,26.1,21.9,86.9,12,0,9,12,2
33.3,45.2,24.2,32.9,80.7,22,1,8,4,2
22.2,27.2,25.0,14.0,98.0,15,0,6,15,1
18.5,24.3,25.0,5.7,75.9,30,1,8,2,1
41.7,38.2,20.9,67.5,78.6,18,1,9,3,1
68.5,60.9,24.4,10.9,100.0,15,0,6,2,2
0.5,0.1,11.8,7.1,51.5,35,1,2,5,0
29.4,27.3,16.0,33.7,91.6,30,1,7,4,1
40.9,45.2,19.6,16.4,96.8,8,0,8,2,1
1.6,0.9,19.5,43.7,48.7,15,1,12,20,1
56.1,28.1,20.0,11.0,86.1,15,0,6,3,1
24.3,18.9,27.4,39.3,88.7,12,0,7,14,1
11.7,4.5,14.6,4.2,61.5,25,1,11,5,0
0.9,0.0,17.4,6.1,56.1,18,0,11,12,0
78.4,62.1,19.9,6.5,83.4,12,0,6,6,2
137.1,88.6,23.0,12.1,100.0,12,0,9,6,2
0.6,0.0,25.0,15.5,46.9,15,0,11,9,0
30.5,31.7,26.0,23.0,88.8,30,1,7,9,2
20.9,6.8,21.1,6.8,85.2,32,1,7,4,1
22.5,28.3,19.8,3.2,74.3,22,1,5,6,1
10.5,12.1,26.1,11.2,66.6,10,0,1,11,0
5.1,4.9,10.0,29.2,56.5,10,1,12,9,0
4.6,0.0,13.2,4.5,51.0,32,1,4,9,0
23.1,18.3,18.0,15.2,83.2,38,1,10,10,1
16.3,18.6,5.0,14.1,51.6,8,0,5,14,0
21.1,32.8,27.9,14.5,82.2,22,1,6,14,1
12.7,0.0,22.1,13.1,79.3,28,1,5,18,1
14.1,12.3,25.3,47.7,89.3,10,0,6,0,0
64.6,41.7,21.3,9.7,97.1,30,1,9,16,2
40.6,47.4,21.4,33.3,89.1,18,0,7,1,1
85.6,39.8,24.4,14.9,95.4,22,1,6,13,2
38.3,21.9,23.0,10.2,91.0,38,1,7,2,2
59.5,71.2,19.1,6.9,84.7,28,1,6,13,2
11.2,11.5,23.4,2.1,71.2,12,0,3,6,0
105.9,120.0,24.1,7.0,79.4,15,0,6,11,2
12.9,16.9,26.8,9.4,90.2,32,1,7,1,1
38.4,22.0,12.1,12.9,77.1,22,1,5,9,1
4.4,0.0,14.7,15.1,83.0,28,1,10,7,0
18.7,25.1,19.9,4.5,91.7,18,0,10,15,1
5.0,8.5,20.9,32.4,88.8,18,0,7,8,0
51.7,73.6,12.8,34.4,84.0,32,1,8,1,2
0.4,0.6,17.5,4.9,52.2,10,0,3,3,0
22.3,29.2,22.7,18.1,76.2,30,1,6,2,1
55.9,80.2,19.9,35.0,82.2,22,1,7,6,2
135.3,120.0,22.8,22.1,89.7,25,1,8,5,2
9.8,12.6,28.1,15.8,88.0,38,1,8,4,1
19.9,30.7,16.5,32.2,82.9,25,1,7,6,1
7.2,11.5,23.8,12.7,55.1,15,0,10,17,0
4.3,2.7,23.3,7.5,67.3,28,1,4,0,0
1.9,14.5,15.1,14.1,49.7,28,1,3,1,0
1.5,3.8,14.6,19.7,59.9,32,1,4,17,1
14.6,16.1,24.4,5.7,83.3,32,1,7,0,1
1.4,2.2,7.1,26.7,75.1,18,0,2,6,0
12.7,21.0,20.9,6.4,92.5,22,1,9,4,1
15.4,12.9,26.6,24.6,92.0,12,0,8,13,1
14.5,26.3,17.0,20.9,84.4,32,1,8,0,1
45.3,49.4,20.0,22.4,78.6,25,1,8,8,1
92.7,108.4,17.2,29.8,82.7,12,0,7,6,2
22.3,31.4,26.3,23.7,99.5,25,1,7,2,1
63.9,50.7,22.3,7.6,72.9,18,0,9,4,1
12.1,7.7,20.0,28.9,87.1,32,1,9,2,1
8.0,12.6,20.3,2.8,47.4,8,0,4,0,0
12.9,26.5,22.1,15.9,79.5,18,0,7,3,0
6.9,9.6,20.5,14.0,61.6,28,1,10,11,0
2.1,3.6,15.5,3.1,65.0,8,1,11,14,0
9.8,17.0,8.9,8.5,47.1,32,1,1,3,0
19.2,9.9,22.1,46.9,89.7,28,1,9,3,1
51.2,45.9,28.4,11.3,83.6,15,0,7,18,2
38.1,50.1,11.8,3.1,30.0,12,0,3,18,1
18.2,19.6,26.2,25.5,69.7,25,1,5,1,0
6.9,2.2,10.4,8.2,48.9,28,1,2,5,0
27.5,15.5,23.8,34.3,100.0,22,1,6,7,1
13.6,17.3,10.2,36.2,71.3,22,1,5,1,0
9.8,17.3,24.1,41.0,92.7,30,1,9,2,1
29.7,28.2,21.2,9.7,90.5,25,1,7,7,1
47.1,73.5,21.4,40.3,93.4,35,1,9,16,2
12.7,15.5,15.7,20.0,93.2,28,1,6,12,1
14.9,22.0,26.3,16.3,97.7,18,0,9,2,0
39.7,62.0,23.3,19.6,82.9,10,0,7,5,1
94.3,62.0,28.5,11.6,79.7,15,1,7,19,2
31.2,22.9,22.1,47.1,94.4,38,1,7,4,2
4.3,8.0,7.5,26.7,63.8,22,1,12,15,1
106.9,120.0,19.8,7.5,100.0,18,0,6,11,2
4.7,3.9,19.3,15.0,48.9,8,0,1,6,0
9.1,11.5,5.5,35.7,60.0,25,1,4,2,0
18.8,20.6,21.6,5.5,82.5,10,0,6,5,0
28.9,13.3,17.7,32.3,87.2,12,1,6,3,1
20.6,24.9,15.3,8.4,98.0,25,1,6,12,1
1.2,0.0,17.0,5.8,69.0,10,1,1,5,0
20.3,11.0,25.9,6.5,90.0,25,1,7,13,1
25.4,34.6,23.8,6.6,90.3,38,1,8,6,2
11.7,12.4,19.4,5.7,67.2,30,1,11,7,0
13.2,17.2,18.0,3.7,83.5,38,1,10,3,1
11.2,14.9,16.7,17.0,90.0,35,1,8,9,1
12.4,14.5,15.0,27.1,82.1,30,1,6,10,0
19.9,13.4,22.9,56.1,100.0,25,1,8,11,1
13.5,12.6,20.6,13.5,91.8,22,1,7,3,1
5.8,11.6,8.7,7.6,55.8,32,1,2,14,1
17.5,20.5,15.2,47.9,100.0,12,0,6,16,1
3.8,9.3,18.7,9.4,70.2,30,1,5,0,0
35.5,13.7,23.8,18.5,81.1,28,1,7,9,1
1.8,2.6,20.4,2.6,50.1,15,1,3,12,0
23.7,39.3,27.7,7.3,72.1,8,0,10,2,0
40.3,54.8,36.4,13.1,97.6,32,1,9,4,2
41.3,31.6,26.6,13.2,90.9,8,1,8,6,1
60.5,25.9,26.5,33.4,76.1,25,1,9,8,1
43.4,56.0,18.5,7.5,85.3,18,1,7,16,2
11.1,15.4,17.9,9.1,59.1,10,0,4,13,0
32.9,9.8,20.5,45.4,86.5,18,1,6,3,1
15.4,12.6,11.8,6.2,83.8,12,0,4,17,0
11.8,6.5,5.0,14.7,73.3,22,1,10,0,0
39.8,57.2,18.2,31.5,94.2,8,1,6,2,1
33.9,21.0,16.7,38.8,76.7,22,1,7,9,1
11.5,4.8,29.0,4.5,70.4,38,1,10,4,1
10.8,19.7,11.4,19.1,64.0,32,1,1,20,1
50.1,52.7,21.6,9.6,91.9,8,0,6,10,2
4.0,7.4,8.0,14.6,57.9,30,1,3,4,0
7.0,11.6,25.7,2.8,88.3,15,0,5,4,0
5.9,6.3,12.8,28.8,89.6,18,0,8,12,0
1.5,2.2,17.8,15.5,52.1,22,1,3,1,0
3.3,0.0,24.5,27.0,80.4,12,0,8,1,0
10.2,11.9,23.4,26.8,88.4,8,0,5,6,0
11.1,10.3,24.7,5.8,79.7,15,0,7,11,0
19.8,17.5,22.7,5.5,92.7,28,1,7,6,1
21.0,23.6,18.3,19.3,88.6,25,1,9,2,1
22.3,10.5,31.2,14.3,92.3,15,1,7,1,1
0.1,0.0,13.1,19.2,65.6,28,1,1,4,0
23.0,21.8,22.2,6.5,88.4,12,0,7,14,1
6.6,19.8,21.5,14.5,78.6,30,1,7,10,1
1.3,0.0,10.9,36.6,93.0,22,1,6,5,1
31.9,43.1,20.8,50.2,100.0,8,0,9,12,2
84.2,53.7,25.7,39.2,92.4,28,1,8,14,2
7.2,2.1,9.6,5.8,48.7,15,0,3,7,0
68.4,81.7,21.1,25.3,87.2,28,1,9,13,2
9.6,13.7,21.9,5.5,57.5,22,1,4,16,1
7.7,7.4,23.1,49.3,85.4,18,1,8,2,1
0.8,5.5,26.2,8.5,73.3,38,1,1,15,1
32.3,25.0,23.9,22.2,92.1,18,0,8,4,1
94.9,95.8,26.4,70.0,77.8,25,1,7,3,2
7.7,6.2,15.6,5.4,57.7,10,0,11,11,0
2.1,0.3,13.2,5.6,70.3,22,1,2,11,0
4.4,4.2,21.1,46.2,56.4,30,1,10,5,1
75.3,86.4,25.3,7.6,93.0,32,1,8,6,2
11.9,12.0,16.5,4.1,56.9,22,1,5,14,0
86.3,104.7,19.8,21.5,81.6,8,1,9,11,2
7.8,15.8,16.1,32.0,88.7,15,0,7,4,0
19.3,9.8,15.2,4.0,57.7,28,1,5,17,1
67.4,56.1,15.6,59.7,80.7,25,1,9,5,2
17.7,18.0,27.1,35.3,93.6,12,0,6,14,1
12.3,0.0,18.6,24.1,95.1,28,1,9,5,1
109.4,82.0,17.5,26.5,85.0,30,1,6,16,2
87.6,76.9,18.9,12.8,78.9,35,1,7,20,2
14.3,19.2,28.5,16.8,82.5,28,1,7,10,1
10.0,15.5,8.2,10.7,73.4,30,1,5,5,0
17.7,15.2,17.8,9.6,88.4,25,1,9,11,1
117.1,120.0,18.9,12.1,88.4,10,1,9,3,2
41.3,55.4,25.6,6.3,91.5,10,0,6,8,1
16.6,8.9,5.0,15.3,82.1,10,0,5,6,0
8.9,9.1,18.8,10.3,59.9,35,1,5,10,0
79.5,58.9,16.5,5.1,100.0,32,1,7,2,2
24.2,30.1,20.6,22.1,85.0,8,0,6,6,1
24.3,33.1,15.6,35.0,75.7,15,0,5,4,0
7.1,6.0,20.4,17.5,82.9,15,1,7,2,0
9.2,9.5,12.9,31.8,54.9,38,1,11,3,1
13.1,11.1,21.2,47.0,85.8,18,1,9,9,1
13.1,17.8,22.2,11.3,81.0,22,1,8,8,1
27.6,10.7,25.3,35.5,82.4,10,0,9,0,0
12.4,9.9,14.2,7.1,76.4,15,0,5,9,0
11.8,0.0,30.5,12.2,86.9,38,1,8,2,1
71.6,63.1,24.4,8.0,100.0,12,1,6,6,2
9.8,1.9,17.0,6.0,81.3,18,0,5,4,0
16.6,16.0,24.1,6.8,78.8,25,1,9,7,1
25.0,16.9,21.9,61.9,82.3,32,1,8,4,2
60.7,65.4,18.8,13.7,81.3,10,0,6,10,1
26.0,34.2,21.7,26.4,100.0,18,1,6,6,1
22.1,35.9,21.7,6.2,90.3,38,1,7,9,2
2.1,0.0,18.0,3.4,62.3,28,1,3,4,0
4.7,17.5,19.3,7.1,67.9,15,1,1,0,0
5.3,8.0,15.3,4.3,51.1,10,1,11,9,0
1.3,0.0,19.2,8.5,90.4,8,0,11,4,0
9.6,9.4,18.3,49.3,67.3,38,1,5,9,1
14.8,0.7,20.6,6.6,93.4,10,0,8,20,1
2.9,0.0,11.5,7.5,66.7,8,0,3,13,0
18.2,20.5,16.0,5.5,39.3,10,0,3,8,0
24.3,23.9,26.6,20.9,100.0,12,0,6,6,1
119.8,111.2,29.2,35.1,76.3,32,1,7,10,2
2.4,3.1,23.0,15.1,47.2,25,1,11,3,0
1.7,0.0,12.8,7.2,57.2,10,0,10,15,0
141.6,94.9,22.3,26.6,85.9,12,0,7,9,2
0.3,8.4,15.2,16.6,50.5,18,0,2,6,0
93.6,107.5,18.4,29.3,91.7,10,0,7,7,2
12.5,2.0,16.6,3.9,56.4,10,1,3,7,0
2.3,0.0,13.2,8.9,61.7,28,1,11,12,0
7.3,0.0,18.3,6.0,66.4,30,1,5,4,0
12.3,12.9,29.8,16.9,76.9,38,1,9,4,0
46.5,56.9,22.8,8.5,98.3,10,0,9,5,1
32.9,13.3,24.5,24.0,90.9,32,1,7,6,2
2.4,3.2,16.2,3.9,88.1,32,1,3,4,0
17.1,7.0,31.8,23.8,100.0,15,1,8,11,1
